epoch,acc,loss,mse,val_acc,val_loss,val_mse
0,0.5,5.00324875395745,0.5100297,0.5,3.797389030456543,0.47033513
1,0.5,3.6532297283411026,0.46561566,0.5,3.316037178039551,0.44944936
2,0.5,2.7863619290292263,0.43856132,0.5,2.8095319271087646,0.4327838
3,0.50125,2.1681944392621517,0.41724387,0.5,2.4805493354797363,0.42224798
4,0.50125,1.8373749107122421,0.4026331,0.5,2.323817253112793,0.41476494
5,0.5025,1.618094377219677,0.39184785,0.495,2.1719820499420166,0.4087291
6,0.51125,1.4710240885615349,0.38337663,0.49,2.0902533531188965,0.40352845
7,0.5125,1.3870146721601486,0.37666944,0.475,1.9622670412063599,0.39904878
8,0.51375,1.33286864310503,0.37102854,0.48,1.8829257488250732,0.39462426
9,0.5125,1.2805907875299454,0.36610633,0.465,1.7718291282653809,0.39022368
10,0.5125,1.2044336050748825,0.36178932,0.465,1.7246226072311401,0.38581562
11,0.51375,1.1669961363077164,0.3579592,0.465,1.6032224893569946,0.3817222
12,0.51375,1.096028909087181,0.35426083,0.46,1.4097838401794434,0.37731063
13,0.51375,1.0327443405985832,0.35060418,0.46,1.1616196632385254,0.3727866
14,0.51375,0.9840370416641235,0.34706002,0.46,1.055962324142456,0.36824262
15,0.51375,0.9509802758693695,0.34357315,0.46,1.021273136138916,0.363725
16,0.51375,0.9350269362330437,0.34017223,0.46,0.9960967898368835,0.3593764
17,0.5125,0.9213620722293854,0.3368371,0.46,0.9754614233970642,0.35516205
18,0.5125,0.9089395776391029,0.33352157,0.46,0.957417905330658,0.3510148
19,0.51125,0.8972250446677208,0.33017853,0.46,0.9409361481666565,0.3468624
20,0.5125,0.8858976066112518,0.32676286,0.45,0.925382137298584,0.3426316
21,0.51,0.8747338056564331,0.32322967,0.445,0.9103310108184814,0.33825034
22,0.50875,0.8635614737868309,0.31953284,0.45,0.8954724669456482,0.33364666
23,0.50875,0.8522334843873978,0.31562236,0.45,0.8805620074272156,0.32874602
24,0.5075,0.8406101763248444,0.31144202,0.45,0.8653903007507324,0.32346943
25,0.50875,0.8285454139113426,0.30692562,0.45,0.8497653007507324,0.31773067
26,0.50875,0.8158747553825378,0.30199328,0.445,0.8334996104240417,0.31143594
27,0.51,0.8024019002914429,0.296546,0.45,0.8164076805114746,0.3044855
28,0.5125,0.7878827005624771,0.29045942,0.46,0.7983147501945496,0.29678458
29,0.52375,0.7720064967870712,0.28357726,0.47,0.7790992856025696,0.28827447
30,0.54875,0.7543800622224808,0.275711,0.515,0.758815586566925,0.2790116
31,0.58,0.7345380783081055,0.26666403,0.56,0.7380229830741882,0.26934373
32,0.61,0.7120687365531921,0.2563377,0.59,0.7186339497566223,0.2602418
33,0.6275,0.6871117502450943,0.2450347,0.61,0.7060154676437378,0.25370666
34,0.64625,0.6616064608097076,0.23389721,0.625,0.7139557600021362,0.2522864
35,0.66,0.6394475549459457,0.22388627,0.635,0.9119046926498413,0.25409862
36,0.68125,0.6131090670824051,0.21171863,0.635,0.7958106994628906,0.24645568
37,0.6875,0.585008516907692,0.20270696,0.64,0.6801618933677673,0.23756182
38,0.68375,0.5910517126321793,0.2043961,0.64,0.6694709062576294,0.23398128
39,0.68625,0.5896582007408142,0.2036665,0.635,0.6824340224266052,0.23363486
40,0.68625,0.5832395628094673,0.20058136,0.65,0.8562575578689575,0.23553951
41,0.69375,0.5890190452337265,0.19665588,0.645,0.8598501682281494,0.23522861
42,0.7,0.5669376105070114,0.1927547,0.65,0.6703044772148132,0.2287693
43,0.70125,0.5526366010308266,0.18926279,0.655,0.6316898465156555,0.22094947
44,0.70125,0.564960204064846,0.19229093,0.66,0.625588595867157,0.2184701
45,0.70375,0.5650799050927162,0.19177766,0.67,0.6262592077255249,0.21799244
46,0.70875,0.5586398094892502,0.1890372,0.67,0.6339708566665649,0.21912545
47,0.72125,0.5514323264360428,0.18578966,0.69,0.6491165161132812,0.2210551
48,0.7275,0.545744426548481,0.1825811,0.69,0.6577566266059875,0.22105913
49,0.74,0.5318399891257286,0.17748846,0.695,0.6437264084815979,0.21804658
50,0.73875,0.521574966609478,0.17426799,0.69,0.6271293759346008,0.21429053
51,0.73875,0.519418828189373,0.17325197,0.7,0.6189533472061157,0.21185161
52,0.74125,0.5180863291025162,0.1723524,0.695,0.618357241153717,0.21080202
53,0.7475,0.516493171453476,0.17131168,0.7,0.623552143573761,0.21039993
